stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding,level_id
NODE_K06_STAIRS2_TP,WEST FALLS CHURCH,TOP OF STAIRS BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90072191,-77.18968195,2,3,STN_K06,1,K07_L0
NODE_K06_STAIRS2_BT,WEST FALLS CHURCH,BOTTOM OF STAIRS BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.9007164,-77.18986563,2,3,STN_K06,1,K07_L0
NODE_K06_STAIRS1_TP,WEST FALLS CHURCH,TOP OF STAIRS BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90081099,-77.18968637,2,3,STN_K06,1,K08_L0
NODE_K06_STAIRS1_BT,WEST FALLS CHURCH,BOTTOM OF STAIRS BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90080545,-77.18987005,2,3,STN_K06,1,K08_L1
NODE_K06_MZ_FG_UNPAID,WEST FALLS CHURCH,UNPAID SIDE OF FAREGATE,38.90078797,-77.1889893,2,3,STN_K06,1,N01_L1
NODE_K06_MZ_FG_PAID,WEST FALLS CHURCH,PAID SIDE OF FAREGATE,38.90078733,-77.18901037,2,3,STN_K06,1,N01_L2
NODE_K06_MZ,WEST FALLS CHURCH,CENTER MEZZANINE AREA,38.90079064,-77.18890197,2,3,STN_K06,1,N01_L2
NODE_K06_ESC5_TP,WEST FALLS CHURCH,TOP OF ESCALATOR BETWEEN MEZZANINE AND STREET LEVEL,38.90090903,-77.18890768,2,3,STN_K06,1,K07_L1
NODE_K06_ESC5_BT,WEST FALLS CHURCH,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND STREET LEVEL,38.90108833,-77.18891368,2,3,STN_K06,1,K07_L0
NODE_K06_ESC4_TP,WEST FALLS CHURCH,TOP OF ESCALATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90073504,-77.18924834,2,3,STN_K06,1,K07_L0
NODE_K06_ESC4_BT,WEST FALLS CHURCH,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90074077,-77.18906115,2,3,STN_K06,1,K08_L1
NODE_K06_ESC3_TP,WEST FALLS CHURCH,TOP OF ESCALATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90073089,-77.18938937,2,3,STN_K06,1,K08_L0
NODE_K06_ESC3_BT,WEST FALLS CHURCH,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90072515,-77.18957656,2,3,STN_K06,1,K08_L1
NODE_K06_ESC2_TP,WEST FALLS CHURCH,TOP OF ESCALATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90082415,-77.18925277,2,3,STN_K06,1,K08_L0
NODE_K06_ESC2_BT,WEST FALLS CHURCH,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90082982,-77.18906557,2,3,STN_K06,1,K08_L0
NODE_K06_ESC1_TP,WEST FALLS CHURCH,TOP OF ESCALATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90081988,-77.18939379,2,3,STN_K06,1,N01_L1
NODE_K06_ESC1_BT,WEST FALLS CHURCH,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.9008142,-77.18958098,2,3,STN_K06,1,N01_L2
NODE_K06_ELE3_TP,WEST FALLS CHURCH,TOP OF ELEVATOR BETWEEN MEZZANINE AND STREET LEVEL,38.90093162,-77.18894039,2,3,STN_K06,1,K07_L1
NODE_K06_ELE3_BT,WEST FALLS CHURCH,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND STREET LEVEL,38.90094742,-77.18894117,2,3,STN_K06,1,K07_L1
NODE_K06_ELE2_TP,WEST FALLS CHURCH,TOP OF ELEVATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90073695,-77.18930807,2,3,STN_K06,1,K08_L0
NODE_K06_ELE2_BT,WEST FALLS CHURCH,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90072964,-77.18930772,2,3,STN_K06,1,K08_L1
NODE_K06_ELE1_TP,WEST FALLS CHURCH,TOP OF ELEVATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.90081869,-77.18931213,2,3,STN_K06,1,N01_L2
NODE_K06_ELE1_BT,WEST FALLS CHURCH,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND ORANGE LINE PLATFORM,38.900826,-77.18931246,2,3,STN_K06,1,N01_L2
NODE_K05_FG_UNPAID,EAST FALLS CHURCH,UNPAID SIDE OF FAREGATE,38.88592929,-77.15667841,1,3,STN_K05,1,K06_L2
NODE_K05_FG_PAID,EAST FALLS CHURCH,PAID SIDE OF FAREGATE,38.88593586,-77.15669774,1,3,STN_K05,1,K06_L2
NODE_K05_ESC2_TP,EAST FALLS CHURCH,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88613583,-77.15726057,1,3,STN_K05,1,K06_L2
NODE_K05_ESC2_BT,EAST FALLS CHURCH,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88606431,-77.15705003,1,3,STN_K05,1,K06_L1
NODE_K05_ESC1_TP,EAST FALLS CHURCH,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88605341,-77.15704369,1,3,STN_K05,1,K06_L2
NODE_K05_ESC1_BT,EAST FALLS CHURCH,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88597954,-77.15682622,1,3,STN_K05,1,K06_L2
NODE_K05_ELE_TP,EAST FALLS CHURCH,TOP OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88605954,-77.15711422,1,3,STN_K05,1,K06_L1
NODE_K05_ELE_BT,EAST FALLS CHURCH,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88606733,-77.15710999,1,3,STN_K05,1,K06_L1
NODE_K04_S_FG_UNPAID,BALLSTON-MU,UNPAID SIDE OF FAREGATE,38.88221452,-77.11218149,1,3,STN_K04,1,K06_L1
NODE_K04_S_FG_PAID,BALLSTON-MU,PAID SIDE OF FAREGATE,38.88221394,-77.11220251,1,3,STN_K04,1,K06_L2
NODE_K04_N_PLF_ELE,BALLSTON-MU,BOTTOM OF ELEVATOR BETWEEN MEZZANINE LEVEL AND PLATFORM LEVEL,38.88233923,-77.11217091,1,3,STN_K04,1,K06_L1
NODE_K04_N_MZ_ELE,BALLSTON-MU,BOTTOM OF ELEVATOR BETWEEN NORTH ELEVATOR ENTRANCE AND MEZZANINE LEVEL,38.882343,-77.11211185,1,3,STN_K04,1,K06_L2
NODE_K04_N_FG_UNPAID,BALLSTON-MU,UNPAID SIDE OF FAREGATE,38.88233889,-77.11218598,1,3,STN_K04,1,K06_L1
NODE_K04_N_FG_PAID,BALLSTON-MU,PAID SIDE OF FAREGATE,38.88233824,-77.11220777,1,3,STN_K04,1,K06_L2
NODE_K04_M_ESC8_TP,BALLSTON-MU,TOP OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88219999,-77.11279704,1,3,STN_K04,1,K05_L1
NODE_K04_M_ESC8_BT,BALLSTON-MU,BOTTOM OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88219713,-77.11290736,1,3,STN_K04,1,K05_L1
NODE_K04_M_ESC7_TP,BALLSTON-MU,TOP OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88232641,-77.11280238,1,3,STN_K04,1,K05_L1
NODE_K04_M_ESC7_BT,BALLSTON-MU,BOTTOM OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88232355,-77.11291269,1,3,STN_K04,1,K05_L0
NODE_K04_M_ESC6_TP,BALLSTON-MU,TOP OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88220529,-77.11259267,1,3,STN_K04,1,K05_L1
NODE_K04_M_ESC6_BT,BALLSTON-MU,BOTTOM OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88220243,-77.11270299,1,3,STN_K04,1,K05_L0
NODE_K04_M_ESC5_TP,BALLSTON-MU,TOP OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88233173,-77.11259798,1,3,STN_K04,1,K05_L0
NODE_K04_M_ESC5_BT,BALLSTON-MU,BOTTOM OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88232886,-77.11270829,1,3,STN_K04,1,K05_L0
NODE_K04_M_ESC4_TP,BALLSTON-MU,TOP OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88221058,-77.11238829,1,3,STN_K04,1,K06_L2
NODE_K04_M_ESC4_BT,BALLSTON-MU,BOTTOM OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88220772,-77.1124986,1,3,STN_K04,1,K05_L0
NODE_K04_M_ESC3_TP,BALLSTON-MU,TOP OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88233701,-77.11239361,1,3,STN_K04,1,K06_L2
NODE_K04_M_ESC3_BT,BALLSTON-MU,BOTTOM OF ESCALATORS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88233415,-77.11250393,1,3,STN_K04,1,K06_L0
NODE_K04_M_ESC2_TP,BALLSTON-MU,TOP OF SECOND SET OF ESCALATORS BETWEEN MAIN ENTRANCE AND MEZZANINE LEVEL,38.88207134,-77.11163517,1,3,STN_K04,2,K06_L1
NODE_K04_M_ESC2_BT,BALLSTON-MU,BOTTOM OF SECOND SET OF ESCALATORS BETWEEN MAIN ENTRANCE AND MEZZANINE LEVEL,38.88216043,-77.11175695,1,3,STN_K04,1,K06_L0
NODE_K04_M_ESC1_BT,BALLSTON-MU,BOTTOM OF ESCALATOR BETWEEN MAIN ENTRANCE AND MEZZANINE LEVEL,38.88195108,-77.11147078,1,3,STN_K04,2,K06_L1
NODE_K04_MZ_S_ELE_TP,BALLSTON-MU,TOP OF SOUTH ELEVATOR ENTRANCE BETWEEN STREET AND MEZZANINE,38.88205432,-77.11211389,1,3,STN_K04,1,K04_L2
NODE_K04_MZ_S_ELE_BT,BALLSTON-MU,BOTTOM OF SOUTH ELEVATOR ENTRANCE BETWEEN STREET AND MEZZANINE,38.88207732,-77.11211494,1,3,STN_K04,1,K04_L3
NODE_K04_MZ_FG_UNPAID,BALLSTON-MU,UNPAID SIDE OF FAREGATE,38.88231233,-77.1122682,1,3,STN_K04,1,K06_L2
NODE_K04_MZ_FG_PAID,BALLSTON-MU,PAID SIDE OF FAREGATE,38.88231322,-77.11228911,1,3,STN_K04,1,K06_L1
NODE_K04_MZ_ELE1_TP,BALLSTON-MU,TOP OF ELEVATOR BETWEEN MEZZANINE LEVEL AND PLATFORM LEVEL,38.88221585,-77.11212886,1,3,STN_K04,1,K06_L2
NODE_K04_MZ_ELE1_BT,BALLSTON-MU,BOTTOM OF ELEVATOR BETWEEN MEZZANINE LEVEL AND PLATFORM LEVEL,38.88221521,-77.11215349,1,3,STN_K04,1,K06_L1
NODE_K04_MZ,BALLSTON-MU,CENTER MEZZANINE AREA,38.88227531,-77.11231761,1,3,STN_K04,1,K04_L3
NODE_K03_MZ_FG_UNPAID,VIRGINIA SQ-GMU,UNPAID SIDE OF FAREGATE,38.88321121,-77.10345101,58,3,STN_K03,1,K04_L2
NODE_K03_MZ_FG_PAID,VIRGINIA SQ-GMU,PAID SIDE OF FAREGATE,38.88322774,-77.1034444,58,3,STN_K03,1,K04_L2
NODE_K03_ESC5_TP,VIRGINIA SQ-GMU,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88345867,-77.10311962,58,3,STN_K03,1,K04_L2
NODE_K03_ESC5_BT,VIRGINIA SQ-GMU,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88351373,-77.10298514,58,3,STN_K03,1,K04_L3
NODE_K03_ESC4_TP,VIRGINIA SQ-GMU,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88334333,-77.10304232,58,3,STN_K03,1,K04_L2
NODE_K03_ESC4_BT,VIRGINIA SQ-GMU,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88339839,-77.10290784,58,3,STN_K03,1,K04_L3
NODE_K03_ESC3_TP,VIRGINIA SQ-GMU,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88338058,-77.10331037,58,3,STN_K03,1,K04_L2
NODE_K03_ESC3_BT,VIRGINIA SQ-GMU,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88343592,-77.10317519,58,3,STN_K03,1,K04_L3
NODE_K03_ESC2_TP,VIRGINIA SQ-GMU,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88326524,-77.10323307,58,3,STN_K03,1,K04_L2
NODE_K03_ESC2_BT,VIRGINIA SQ-GMU,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88332058,-77.10309789,58,3,STN_K03,1,K04_L3
NODE_K03_ESC1_BT,VIRGINIA SQ-GMU,BOTTOM OF ESCALATOR BETWEEN MAIN ENTRANCE AND MEZZANINE LEVEL,38.88303788,-77.10338352,58,3,STN_K03,1,K04_L2
NODE_K03_ELE3_TP,VIRGINIA SQ-GMU,TOP OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88335527,-77.10346304,58,3,STN_K03,1,K04_L1
NODE_K03_ELE3_BT,VIRGINIA SQ-GMU,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.8833602,-77.10345125,58,3,STN_K03,1,K04_L2
NODE_K03_ELE2_TP,VIRGINIA SQ-GMU,TOP OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88318155,-77.10334678,58,3,STN_K03,1,K04_L2
NODE_K03_ELE2_BT,VIRGINIA SQ-GMU,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88318635,-77.10333491,58,3,STN_K03,1,K04_L1
NODE_K03_ELE1_TP,VIRGINIA SQ-GMU,TOP OF ELEVATOR BETWEEN ELEVATOR ENTRANCE AND MEZZANINE LEVEL,38.88301719,-77.10329518,58,3,STN_K03,1,K04_L2
NODE_K03_ELE1_BT,VIRGINIA SQ-GMU,BOTTOM OF ELEVATOR BETWEEN ELEVATOR ENTRANCE AND MEZZANINE LEVEL,38.88303576,-77.1033046,58,3,STN_K03,1,K04_L2
NODE_K02_MZ_FG_UNPAID,CLARENDON,UNPAID SIDE OF FAREGATE,38.88672997,-77.09552977,1,3,STN_K02,1,K04_L0
NODE_K02_MZ_FG_PAID,CLARENDON,PAID SIDE OF FAREGATE,38.88672561,-77.09550862,1,3,STN_K02,1,K04_L2
NODE_K02_ESC6_TP,CLARENDON,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88680932,-77.09512017,1,3,STN_K02,1,K03_L2
NODE_K02_ESC6_BT,CLARENDON,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.8868713,-77.09498795,1,3,STN_K02,1,K03_L1
NODE_K02_ESC5_TP,CLARENDON,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88672219,-77.09530119,1,3,STN_K02,1,K03_L2
NODE_K02_ESC5_BT,CLARENDON,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.886784,-77.09517113,1,3,STN_K02,1,K03_L1
NODE_K02_ESC4_TP,CLARENDON,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88691992,-77.09520627,1,3,STN_K02,1,K03_L2
NODE_K02_ESC4_BT,CLARENDON,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88698174,-77.09507411,1,3,STN_K02,1,K03_L1
NODE_K02_ESC3_TP,CLARENDON,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88683351,-77.09538793,1,3,STN_K02,1,K03_L1
NODE_K02_ESC3_BT,CLARENDON,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88689411,-77.09525705,1,3,STN_K02,1,K03_L1
NODE_K02_ESC2_TP,CLARENDON,TOP OF ESCALATOR/STAIRS BETWEEN INTERMEDIATE PASSAGEWAY AND MEZZANINE LEVEL,38.88697525,-77.0953897,1,3,STN_K02,2,K04_L3
NODE_K02_ESC2_BT,CLARENDON,BOTTOM OF ESCALATOR/STAIRS BETWEEN INTERMEDIATE PASSAGEWAY AND MEZZANINE LEVEL,38.88686343,-77.09556597,1,3,STN_K02,1,K04_L3
NODE_K02_ESC1_BT,CLARENDON,BOTTOM OF ESCALATOR/STAIRS BETWEEN STREET AND INTERMEDIATE PASSAGEWAY,38.88707739,-77.09523984,1,3,STN_K02,2,K04_L2
NODE_K02_ELE3_TP,CLARENDON,TOP OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88663917,-77.09533909,1,3,STN_K02,1,K03_L1
NODE_K02_ELE3_BT,CLARENDON,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88664459,-77.09532826,1,3,STN_K02,1,K03_L1
NODE_K02_ELE2_TP,CLARENDON,TOP OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.8868293,-77.09548529,1,3,STN_K02,1,K03_L1
NODE_K02_ELE2_BT,CLARENDON,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.88683421,-77.09547534,1,3,STN_K02,1,K03_L0
NODE_K02_ELE1_TP,CLARENDON,TOP OF ELEVATOR BETWEEN STREET AND MEZZANINE LEVEL,38.8867602,-77.09567436,1,3,STN_K02,1,K04_L3
NODE_K02_ELE1_BT,CLARENDON,BOTTOM OF ELEVATOR BETWEEN STREET AND MEZZANINE LEVEL,38.88675293,-77.09566451,1,3,STN_K02,1,K04_L2
NODE_K01_STAIRS_TP,COURT HOUSE,TOP OF STAIRS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.89043621,-77.08641773,1,3,STN_K01,1,K02_L2
NODE_K01_STAIRS_BT,COURT HOUSE,BOTTOM OF STAIRS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.89040466,-77.08649571,1,3,STN_K01,1,K02_L2
NODE_K01_MZ_FG_UNPAID,COURT HOUSE,UNPAID SIDE OF FAREGATE,38.89054323,-77.08626244,1,3,STN_K01,1,K02_L1
NODE_K01_MZ_FG_PAID,COURT HOUSE,PAID SIDE OF FAREGATE,38.89053565,-77.08628116,1,3,STN_K01,1,K02_L2
NODE_K01_MZ,COURT HOUSE,CENTER MEZZANINE AREA,38.89055083,-77.0861368,1,3,STN_K01,1,K03_L2
NODE_K01_ESC3_TP,COURT HOUSE,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.89036635,-77.08659028,1,3,STN_K01,1,K02_L2
NODE_K01_ESC3_BT,COURT HOUSE,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.89030532,-77.08674124,1,3,STN_K01,1,K02_L3
NODE_K01_ESC2_TP,COURT HOUSE,TOP OF ESCALATOR BETWEEN MEZZANINE AND INTERMEDIATE PASSAGEWAY,38.89078531,-77.08555459,1,3,STN_K01,2,K03_L1
NODE_K01_ESC2_BT,COURT HOUSE,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND INTERMEDIATE PASSAGEWAY,38.89063815,-77.0859186,1,3,STN_K01,1,K03_L2
NODE_K01_ESC1_BT,COURT HOUSE,BOTTOM OF ESCALATOR BETWEEN INTERMEDIATE PASSAGEWAY AND STREET LEVEL,38.89099917,-77.08498849,1,3,STN_K01,2,K03_L2
NODE_K01_ELE2_TP,COURT HOUSE,TOP OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.89048763,-77.08629057,1,3,STN_K01,1,K02_L0
NODE_K01_ELE2_BT,COURT HOUSE,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.89047907,-77.08631192,1,3,STN_K01,1,K02_L2
NODE_K01_ELE1_TP,COURT HOUSE,TOP OF ELEVATOR BETWEEN MEZZANINE AND STREET LEVEL,38.89047392,-77.08607253,1,3,STN_K01,1,K03_L2
NODE_K01_ELE1_BT,COURT HOUSE,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND STREET LEVEL,38.89046936,-77.0860837,1,3,STN_K01,1,K02_L1
NODE_J03_MZ_FG_UNPAID,FRANCONIA SPRINGFIELD,UNPAID SIDE OF FAREGATE,38.76630183,-77.16852264,3,3,STN_J03,1,K02_L3
NODE_J03_MZ_FG_PAID,FRANCONIA SPRINGFIELD,PAID SIDE OF FAREGATE,38.76630959,-77.16850408,3,3,STN_J03,1,K02_L2
NODE_J03_MZ_ESC3_TP,FRANCONIA SPRINGFIELD,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM,38.76644976,-77.16810165,3,3,STN_J03,1,K01_L1
NODE_J03_MZ_ESC3_BT,FRANCONIA SPRINGFIELD,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM,38.76651308,-77.16794679,3,3,STN_J03,1,K01_L2
NODE_J03_MZ_ESC2_TP,FRANCONIA SPRINGFIELD,TOP OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM,38.76636632,-77.16830313,3,3,STN_J03,1,K02_L3
NODE_J03_MZ_ESC2_BT,FRANCONIA SPRINGFIELD,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PLATFORM,38.76643034,-77.16814986,3,3,STN_J03,1,K01_L1
NODE_J03_MZ_ESC1_TP,FRANCONIA SPRINGFIELD,TOP  OF ESCALATOR BETWEEN MEZZANINE AND PAVILLION,38.76653229,-77.16900237,3,3,STN_J03,1,K02_L3
NODE_J03_MZ_ESC1_BT,FRANCONIA SPRINGFIELD,BOTTOM OF ESCALATOR BETWEEN MEZZANINE AND PAVILLION,38.76667832,-77.16909811,3,3,STN_J03,1,K02_L2
NODE_J03_MZ_ELV2_TP,FRANCONIA SPRINGFIELD,TOP OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM,38.76631838,-77.16843382,3,3,STN_J03,1,K02_L3
NODE_J03_MZ_ELV2_BT,FRANCONIA SPRINGFIELD,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM,38.76630819,-77.16842624,3,3,STN_J03,1,K02_L3
NODE_J03_MZ_ELV1_TP,FRANCONIA SPRINGFIELD,TOP  OF ELEVATOR BETWEEN MEZZANINE AND PAVILLION,38.76665037,-77.16902708,3,3,STN_J03,1,K02_L3
NODE_J03_MZ_ELV1_BT,FRANCONIA SPRINGFIELD,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND PAVILLION,38.76667234,-77.16904208,3,3,STN_J03,1,K02_L2
NODE_J03_MZ,FRANCONIA SPRINGFIELD,CENTER MEZZANINE AREA,38.76620236,-77.16876126,3,3,STN_J03,1,K02_L2
NODE_J02_MZ_FG_UNPAID,VAN DORN,UNPAID SIDE OF FAREGATE,38.79938246,-77.12929118,71,3,STN_J02,1,K01_L2
NODE_J02_MZ_FG_PAID,VAN DORN,PAID SIDE OF FAREGATE,38.7993658,-77.12928736,71,3,STN_J02,1,K01_L2
NODE_J02_MZ_ESC2_TP,VAN DORN,TOP OF ESCALATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.79929664,-77.12920338,71,3,STN_J02,1,K01_L3
NODE_J02_MZ_ESC2_BT,VAN DORN,BOTTOM OF ESCALATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.79932498,-77.1289756,71,3,STN_J02,1,K01_L2
NODE_J02_MZ_ESC1_TP,VAN DORN,TOP OF ESCALATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.79927597,-77.12932467,71,3,STN_J02,1,K01_L2
NODE_J02_MZ_ESC1_BT,VAN DORN,BOTTOM OF ESCALATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM LEVEL,38.79924289,-77.12956092,71,3,STN_J02,1,K01_L2
NODE_J02_MZ_ELV_TP,VAN DORN,TOP OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.79928909,-77.1292569,71,3,STN_J02,1,K01_L3
NODE_J02_MZ_ELV_BT,VAN DORN,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND PLATFORM LEVEL,38.79928208,-77.12925546,71,3,STN_J02,1,K01_L2
NODE_J02_MZ,VAN DORN,CENTER MEZZANINE AREA,38.79951368,-77.12932106,71,3,STN_J02,1,K01_L0
NODE_G05_MZ_FG_UNPAID,DOWNTOWN LARGO,UNPAID SIDE OF FAREGATE,38.90013949,-76.84509698,86,3,STN_G05,1,J03_L2
NODE_G05_MZ_FG_PAID,DOWNTOWN LARGO,PAID SIDE OF FAREGATE,38.90015075,-76.84508234,86,3,STN_G05,1,J03_L2
NODE_G05_MZ_ESC4_TP,DOWNTOWN LARGO,BOTTOM OF ESCALATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM,38.90084872,-76.84419721,86,3,STN_G05,1,J03_L2
NODE_G05_MZ_ESC4_BT,DOWNTOWN LARGO,TOP OF ESCALATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM,38.90072307,-76.84436241,86,3,STN_G05,1,J03_L1
NODE_G05_MZ_ESC3_TP,DOWNTOWN LARGO,TOP OF ESCALATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM,38.90071788,-76.84436946,86,3,STN_G05,1,J03_L1
NODE_G05_MZ_ESC3_BT,DOWNTOWN LARGO,BOTTOM OF ESCALATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM,38.90059279,-76.84453366,86,3,STN_G05,1,J03_L2
NODE_G05_MZ_ESC2_TP,DOWNTOWN LARGO,BOTTOM OF ESCALATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM,38.9002865,-76.84493646,86,3,STN_G05,1,J03_L2
NODE_G05_MZ_ESC2_BT,DOWNTOWN LARGO,TOP OF ESCALATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM,38.9004252,-76.84475443,86,3,STN_G05,1,J03_L2
NODE_G05_MZ_ESC1_BT,DOWNTOWN LARGO,BOTTOM OF ESCALATOR/STAIRS BETWEEN MEZZANINE AND PAVILLION,38.90001138,-76.8451029,86,3,STN_G05,1,J03_L2
NODE_G05_MZ_ELV2_TP,DOWNTOWN LARGO,TOP OF ELEVATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM,38.9004813,-76.84468938,86,3,STN_G05,1,J03_L2
NODE_G05_MZ_ELV2_BT,DOWNTOWN LARGO,BOTTOM OF ELEVATOR/STAIRS BETWEEN MEZZANINE AND PLATFORM,38.90047438,-76.84468058,86,3,STN_G05,1,J03_L1
NODE_G05_MZ_ELV1_TP,DOWNTOWN LARGO,TOP OF ELEVATOR BETWEEN MEZZANINE AND PAVILLION,38.89991784,-76.84498624,86,3,STN_G05,1,K01_L3
NODE_G05_MZ_ELV1_BT,DOWNTOWN LARGO,BOTTOM OF ELEVATOR BETWEEN MEZZANINE AND PAVILLION,38.89993393,-76.84500634,86,3,STN_G05,1,J03_L0
NODE_G05_MZ,DOWNTOWN LARGO,CENTER MEZZANINE AREA,38.90008803,-76.84516482,86,3,STN_G05,1,J03_L0
